59.8767,61.8303,63.6764,66.695,71.5315,77.3978,84.1944,92.2062,101.0044,106.3104,118.7058,136.1609,151.4817,172.8448,186.974,205.6391,220.1562,234.9864,262.757,276.1418,282.3238,284.5986,289.7026,281.6264,273.636,256.7004,241.7602,231.6006,211.2909,193.5776,177.6753,156.7106,135.6447,103.7696,79.5324,61.6136,45.7743,34.3321,28.0691,24.0302,18.7251
67.3092,69.9717,72.5965,74.6396,79.66,87.9727,94.2493,103.7573,113.0745,120.1935,131.9487,152.7506,168.3814,190.6762,211.7141,223.9996,244.6862,262.383,288.8424,304.678,313.5198,319.3036,320.2056,315.711,306.2422,283.3336,273.163,251.9946,238.5548,213.3872,196.328,173.4982,150.1218,113.9257,86.9887,67.06,50.5903,37.9876,31.2105,26.7205,20.8855
75.8344,77.7768,80.9582,83.7056,89.3706,98.5178,106.7332,115.0206,126.185,132.7011,146.6238,171.6777,186.5475,210.705,229.9088,247.1414,272.723,291.3174,320.5378,343.9304,354.7478,351.3532,351.8834,344.7532,334.4616,313.7068,301.9456,282.0664,263.7404,237.4834,215.4581,188.9914,164.4841,127.8127,97.4717,74.325,56.3526,42.1491,34.1205,29.1093,22.8908
84.2851,87.388,90.2893,93.2171,100.4084,108.7229,117.594,128.7977,140.5631,147.5406,163.8188,188.7481,205.1938,236.9664,260.2336,276.4366,299.4244,322.1218,352.5192,374.4598,389.972,385.5918,389.5562,385.5544,369.9828,345.0788,329.527,306.8494,287.0912,259.4702,238.524,208.2527,180.3228,140.2036,107.7553,82.423,61.8607,46.4946,37.4392,32.5745,25.2877
94.3642,96.6986,101.3168,103.5247,111.0569,121.2814,129.254,142.1519,155.6148,163.2211,180.7824,210.4885,229.6294,261.525,284.6756,305.1532,331.5906,353.4806,386.5004,415.7428,429.0638,427.4424,429.8272,420.7764,403.3788,383.4622,364.8568,340.5512,312.147,285.4544,259.3932,228.1158,200.706,153.6394,116.3028,89.3215,67.2773,50.675,40.7312,35.6127,27.5781
104.777,109.4817,111.6632,115.4549,123.9806,135.4881,143.6556,156.9836,171.5604,181.4034,200.6202,231.0946,251.8494,284.9968,311.311,330.2926,362.7338,389.2988,429.0946,451.5346,467.258,466.0656,472.9956,463.1198,442.2594,419.6918,398.3012,370.0928,343.2682,312.158,287.2298,252.5424,217.6803,166.5644,127.6495,99.2891,74.644,55.6961,45.1389,39.1389,30.3857
115.7222,118.9157,123.3731,127.6233,136.2247,149.0408,159.2164,172.7442,187.4842,199.4463,219.5569,251.2202,275.077,311.828,341.5698,362.9538,398.7368,425.5878,470.7582,501.2502,513.0334,510.1228,511.5726,498.4518,480.5922,451.7326,433.4044,404.4216,375.9404,344.3308,311.0272,277.013,240.24,181.1669,139.1581,106.535,80.0384,60.4648,49.1953,41.8337,32.6366
127.5164,132.6992,135.0919,140.2027,150.3526,162.4421,173.8486,187.8191,206.1539,214.4767,242.3608,274.2696,297.6248,344.3506,370.3326,402.0676,435.963,462.0242,502.634,540.3156,552.3254,556.7298,557.425,551.8568,529.6214,493.9594,468.7386,441.7094,410.4628,370.8254,337.5328,296.4104,255.783,198.649,150.6063,117.0798,87.9958,65.7694,53.9739,45.8951,36.1458
139.3847,145.6712,149.2665,153.3037,164.4535,177.3543,193.0625,207.8608,225.6694,238.0576,263.472,298.5708,329.7206,375.265,406.1948,439.6392,473.7018,505.1442,553.7906,583.8602,611.4988,603.757,601.4338,596.6444,574.4552,538.4962,510.3516,479.6704,444.0414,402.0742,370.8892,326.5086,281.3646,217.2388,165.6545,126.6078,95.3971,71.6324,58.3209,49.4738,39.2546
152.8685,157.1757,164.824,168.0939,178.6404,195.4623,207.1179,223.883,245.2648,256.927,287.3046,327.1994,355.3176,405.9792,444.9456,474.815,510.6508,547.3864,601.2908,640.5982,661.9008,647.955,650.32,644.8178,616.099,584.1594,553.1262,519.2968,486.4068,437.9892,395.8438,353.1572,302.6254,237.017,177.4291,135.7453,102.2648,77.5841,62.9086,54.2766,41.6693
167.3564,174.0504,178.4917,183.3209,195.5499,211.2601,227.4294,246.3736,265.9228,280.3834,311.4144,359.8188,385.704,442.233,474.452,514.1576,553.6564,589.8178,655.6462,688.8156,702.3302,705.0846,707.5486,697.4176,675.0084,633.7892,594.3366,567.952,524.8342,470.1488,430.8216,377.6718,329.7536,251.9682,194.0481,148.588,112.1613,83.7322,67.7464,58.8348,45.7442
